initialCells,t (s),experimentalCells (1),initialGlucose (mol/m^3),initialLactate (mol/m^3),initialOxygen (O2 mmHg)
25000,21600,21773.37739,21.9,1.526666667,195.25
25000,21600,19941.97182,21.9,1.526666667,195.25
25000,21600,16482.65018,21.9,1.526666667,195.25
50000,21600,30726.91576,21.9,1.526666667,195.25
50000,21600,37035.09052,21.9,1.526666667,195.25
50000,21600,36628.1115,21.9,1.526666667,195.25
100000,21600,80581.8453,21.9,1.526666667,195.25
100000,21600,71628.30693,21.9,1.526666667,195.25
100000,21600,64506.17414,21.9,1.526666667,195.25
200000,21600,139186.8237,21.9,1.526666667,195.25
200000,21600,150989.2152,21.9,1.526666667,195.25
200000,21600,143460.1034,21.9,1.526666667,195.25
25000,108000,43139.77577,21.9,1.526666667,195.25
25000,108000,30319.93674,21.9,1.526666667,195.25
25000,108000,22587.33543,21.9,1.526666667,195.25
50000,108000,61860.81053,21.9,1.526666667,195.25
50000,108000,54738.67774,21.9,1.526666667,195.25
50000,108000,64099.19513,21.9,1.526666667,195.25
100000,108000,149564.7886,21.9,1.526666667,195.25
100000,108000,120669.2784,21.9,1.526666667,195.25
100000,108000,101744.7542,21.9,1.526666667,195.25
200000,108000,243373.452,21.9,1.526666667,195.25
200000,108000,255175.8435,21.9,1.526666667,195.25
200000,108000,254972.3539,21.9,1.526666667,195.25
25000,194400,64913.15316,21.9,1.526666667,195.25
25000,194400,51075.86659,21.9,1.526666667,195.25
25000,194400,54535.18823,21.9,1.526666667,195.25
50000,194400,120465.7889,21.9,1.526666667,195.25
50000,194400,104186.6283,21.9,1.526666667,195.25
50000,194400,94012.15285,21.9,1.526666667,195.25
100000,194400,240117.6198,21.9,1.526666667,195.25
100000,194400,209390.7041,21.9,1.526666667,195.25
100000,194400,193111.5434,21.9,1.526666667,195.25
200000,194400,376455.5904,21.9,1.526666667,195.25
200000,194400,428141.9255,21.9,1.526666667,195.25
200000,194400,413083.7019,21.9,1.526666667,195.25
25000,280800,121076.2575,21.9,1.526666667,195.25
25000,280800,129215.8378,21.9,1.526666667,195.25
25000,280800,124332.0896,21.9,1.526666667,195.25
50000,280800,243576.9415,21.9,1.526666667,195.25
50000,280800,210611.6411,21.9,1.526666667,195.25
50000,280800,258431.6756,21.9,1.526666667,195.25
100000,280800,529276.2112,21.9,1.526666667,195.25
100000,280800,459886.2888,21.9,1.526666667,195.25
100000,280800,365874.136,21.9,1.526666667,195.25
200000,280800,577910.2037,21.9,1.526666667,195.25
200000,280800,661747.8811,21.9,1.526666667,195.25
200000,280800,679654.9578,21.9,1.526666667,195.25
25000,367200,251309.5428,21.9,1.526666667,195.25
25000,367200,263315.4238,21.9,1.526666667,195.25
25000,367200,195146.4385,21.9,1.526666667,195.25
50000,367200,393955.6881,21.9,1.526666667,195.25
50000,367200,410438.3383,21.9,1.526666667,195.25
50000,367200,395583.6042,21.9,1.526666667,195.25
100000,367200,667445.5873,21.9,1.526666667,195.25
100000,367200,674771.2096,21.9,1.526666667,195.25
100000,367200,579538.1197,21.9,1.526666667,195.25
200000,367200,767155.4464,21.9,1.526666667,195.25
200000,367200,918958.6196,21.9,1.526666667,195.25
200000,367200,934016.8433,21.9,1.526666667,195.25
25000,21600,20552.44034,21.9,1.526666667,195.25
25000,21600,21976.8669,21.9,1.526666667,195.25
25000,21600,23808.27248,21.9,1.526666667,195.25
50000,21600,49447.95053,21.9,1.526666667,195.25
50000,21600,52703.78266,21.9,1.526666667,195.25
50000,21600,47006.07643,21.9,1.526666667,195.25
100000,21600,103779.6493,21.9,1.526666667,195.25
100000,21600,85058.61448,21.9,1.526666667,195.25
100000,21600,80378.35579,21.9,1.526666667,195.25
200000,21600,188227.7952,21.9,1.526666667,195.25
200000,21600,208983.7251,21.9,1.526666667,195.25
200000,21600,196570.8651,21.9,1.526666667,195.25
25000,108000,38459.51708,21.9,1.526666667,195.25
25000,108000,40494.41216,21.9,1.526666667,195.25
25000,108000,30319.93674,21.9,1.526666667,195.25
50000,108000,86686.53055,21.9,1.526666667,195.25
50000,108000,83837.67743,21.9,1.526666667,195.25
50000,108000,74884.13907,21.9,1.526666667,195.25
100000,108000,201047.6342,21.9,1.526666667,195.25
100000,108000,168082.3339,21.9,1.526666667,195.25
100000,108000,162588.1172,21.9,1.526666667,195.25
200000,108000,343490.2901,21.9,1.526666667,195.25
200000,108000,388257.9819,21.9,1.526666667,195.25
200000,108000,390292.877,21.9,1.526666667,195.25
25000,194400,71221.32792,21.9,1.526666667,195.25
25000,194400,89331.89416,21.9,1.526666667,195.25
25000,194400,80378.35579,21.9,1.526666667,195.25
50000,194400,190466.1798,21.9,1.526666667,195.25
50000,194400,168489.3129,21.9,1.526666667,195.25
50000,194400,162384.6277,21.9,1.526666667,195.25
100000,194400,360990.3878,21.9,1.526666667,195.25
100000,194400,328432.0665,21.9,1.526666667,195.25
100000,194400,313373.8428,21.9,1.526666667,195.25
200000,194400,673957.2516,21.9,1.526666667,195.25
200000,194400,664596.7342,21.9,1.526666667,195.25
200000,194400,549828.6515,21.9,1.526666667,195.25
25000,280800,154855.5158,21.9,1.526666667,195.25
25000,280800,191280.1378,21.9,1.526666667,195.25
25000,280800,147529.8935,21.9,1.526666667,195.25
50000,280800,338403.0524,21.9,1.526666667,195.25
50000,280800,339420.4999,21.9,1.526666667,195.25
50000,280800,291803.955,21.9,1.526666667,195.25
100000,280800,437909.4219,21.9,1.526666667,195.25
100000,280800,616980.1893,21.9,1.526666667,195.25
100000,280800,521747.0994,21.9,1.526666667,195.25
200000,280800,862795.5153,21.9,1.526666667,195.25
200000,280800,917330.7036,21.9,1.526666667,195.25
200000,280800,966982.1436,21.9,1.526666667,195.25
25000,367200,271455.0041,21.9,1.526666667,195.25
25000,367200,317850.612,21.9,1.526666667,195.25
25000,367200,264943.3399,21.9,1.526666667,195.25
50000,367200,541282.0922,21.9,1.526666667,195.25
50000,367200,514421.4771,21.9,1.526666667,195.25
50000,367200,476368.939,21.9,1.526666667,195.25
100000,367200,729713.3769,21.9,1.526666667,195.25
100000,367200,771225.2366,21.9,1.526666667,195.25
100000,367200,755353.0549,21.9,1.526666667,195.25
200000,367200,968610.0597,21.9,1.526666667,195.25
200000,367200,898609.6688,21.9,1.526666667,195.25
200000,367200,1027215.038,21.9,1.526666667,195.25
25000,21600,20145.46133,21.9,1.526666667,195.25
25000,21600,20959.41936,21.9,1.526666667,195.25
25000,21600,18924.52428,21.9,1.526666667,195.25
50000,21600,44360.71282,21.9,1.526666667,195.25
50000,21600,41918.83872,21.9,1.526666667,195.25
50000,21600,45581.64987,21.9,1.526666667,195.25
100000,21600,98081.94302,21.9,1.526666667,195.25
100000,21600,102558.7122,21.9,1.526666667,195.25
100000,21600,92587.72629,21.9,1.526666667,195.25
200000,21600,200437.1657,21.9,1.526666667,195.25
200000,21600,163605.5647,21.9,1.526666667,195.25
200000,21600,189245.2428,21.9,1.526666667,195.25
25000,108000,25639.67805,21.9,1.526666667,195.25
25000,108000,37035.09052,21.9,1.526666667,195.25
25000,108000,42325.81773,21.9,1.526666667,195.25
50000,108000,66337.57972,21.9,1.526666667,195.25
50000,108000,64506.17414,21.9,1.526666667,195.25
50000,108000,57791.02037,21.9,1.526666667,195.25
100000,108000,140407.7608,21.9,1.526666667,195.25
100000,108000,191076.6483,21.9,1.526666667,195.25
100000,108000,145291.509,21.9,1.526666667,195.25
200000,108000,343286.8006,21.9,1.526666667,195.25
200000,108000,389885.898,21.9,1.526666667,195.25
200000,108000,260059.5917,21.9,1.526666667,195.25
25000,194400,86686.53055,21.9,1.526666667,195.25
25000,194400,52500.29315,21.9,1.526666667,195.25
25000,194400,47820.03446,21.9,1.526666667,195.25
50000,194400,102355.2227,21.9,1.526666667,195.25
50000,194400,112122.7191,21.9,1.526666667,195.25
50000,194400,165029.9913,21.9,1.526666667,195.25
100000,194400,255175.8435,21.9,1.526666667,195.25
100000,194400,236861.7877,21.9,1.526666667,195.25
100000,194400,234419.9136,21.9,1.526666667,195.25
200000,194400,505467.9387,21.9,1.526666667,195.25
200000,194400,500584.1905,21.9,1.526666667,195.25
200000,194400,449508.3239,21.9,1.526666667,195.25
25000,280800,75494.60759,21.9,1.526666667,195.25
25000,280800,87296.99908,21.9,1.526666667,195.25
25000,280800,81395.80333,21.9,1.526666667,195.25
50000,280800,181512.6414,21.9,1.526666667,195.25
50000,280800,177646.3408,21.9,1.526666667,195.25
50000,280800,232995.487,21.9,1.526666667,195.25
100000,280800,514014.4981,21.9,1.526666667,195.25
100000,280800,494479.5053,21.9,1.526666667,195.25
100000,280800,481863.1557,21.9,1.526666667,195.25
200000,280800,801748.6628,21.9,1.526666667,195.25
200000,280800,801748.6628,21.9,1.526666667,195.25
200000,280800,710585.3631,21.9,1.526666667,195.25
25000,367200,140000.7817,21.9,1.526666667,195.25
25000,367200,172152.1241,21.9,1.526666667,195.25
25000,367200,144477.5509,21.9,1.526666667,195.25
50000,367200,335961.1783,21.9,1.526666667,195.25
50000,367200,335147.2202,21.9,1.526666667,195.25
50000,367200,413287.1914,21.9,1.526666667,195.25
100000,367200,755353.0549,21.9,1.526666667,195.25
100000,367200,696748.0765,21.9,1.526666667,195.25
100000,367200,813958.0333,21.9,1.526666667,195.25
200000,367200,1121634.17,21.9,1.526666667,195.25
200000,367200,966982.1436,21.9,1.526666667,195.25
200000,367200,1020703.374,21.9,1.526666667,195.25
